split,type,scene_id,input_psnr,input_ssim,psnr,ssim,delta_psnr,delta_ssim,latency_ms,prob_low,prob_haze,prob_rain,prob_snow,degradation_exact_match,gate_mean_abs
validation,low_haze,00122,11.0372215869337,0.30676335096359253,11.925776397786866,0.36853790283203125,0.8885548108531651,0.06177455186843872,322.1947839999757,0.45813655853271484,0.49846455454826355,0.5141716003417969,0.4684258699417114,False,0.00252532958984375
validation,low_haze,00127,14.405570584694674,0.558728039264679,16.142602278430537,0.6509267687797546,1.7370316937358634,0.09219872951507568,322.69468799995593,0.45713672041893005,0.5116708278656006,0.5185004472732544,0.4671798348426819,False,0.0024890899658203125
validation,low_rain,00059,16.108003821864443,0.410472571849823,21.236936649878086,0.6379179358482361,5.128932828013642,0.22744536399841309,324.1599849999375,0.4642638862133026,0.5049856305122375,0.5184699892997742,0.4784374237060547,False,0.0025615692138671875
validation,low_rain,00065,13.514641597111956,0.5086477994918823,18.87227502234929,0.654412567615509,5.357633425237333,0.1457647681236267,325.00453300008303,0.46456754207611084,0.5020332336425781,0.5176776051521301,0.4778282642364502,False,0.0025424957275390625
validation,low_rain,00110,12.876486579090631,0.20348456501960754,20.05763289577823,0.4034065306186676,7.181146316687599,0.19992196559906006,326.19968500000596,0.46976348757743835,0.5046347379684448,0.50794917345047,0.4777368903160095,False,0.0025348663330078125
validation,low_rain,00122,12.052902317279763,0.29233354330062866,18.58135800990803,0.49868127703666687,6.528455692628267,0.2063477337360382,324.5225970000547,0.4692161977291107,0.505481481552124,0.5129899382591248,0.4808290898799896,False,0.002536773681640625
validation,low_rain,00127,15.769001916863033,0.498128205537796,16.480447093896416,0.4851556420326233,0.711445177033383,-0.01297256350517273,324.3713540000499,0.4548051059246063,0.5016279220581055,0.5207552909851074,0.46970269083976746,False,0.0024890899658203125
validation,low_snow,00059,15.322570356590926,0.24192498624324799,16.790352172494377,0.5906707644462585,1.4677818159034501,0.34874577820301056,327.281284000037,0.4723031222820282,0.505275547504425,0.5160467624664307,0.4785745441913605,False,0.0025653839111328125
validation,low_snow,00065,15.307405427480202,0.44828835129737854,16.2550057105554,0.6029436588287354,0.9476002830751966,0.1546553075313568,324.9656360000017,0.464446097612381,0.5017671585083008,0.5143545866012573,0.4732920825481415,False,0.002544403076171875
validation,low_snow,00110,11.77030553064905,0.353939414024353,23.70439052676882,0.6215781569480896,11.934084996119768,0.2676387429237366,327.83738600005563,0.4715730845928192,0.506862223148346,0.5132415294647217,0.48522621393203735,False,0.002529144287109375
validation,low_snow,00122,12.790129328095453,0.21848569810390472,13.965349061045107,0.28965523838996887,1.1752197329496532,0.07116954028606415,324.2812129999493,0.46809151768684387,0.5077470541000366,0.5157723426818848,0.481270968914032,False,0.002544403076171875
validation,low_snow,00127,13.111748464319792,0.45921576023101807,17.36451280440089,0.6853946447372437,4.252764340081097,0.22617888450622559,324.76859199994124,0.46189650893211365,0.5025787353515625,0.5173575282096863,0.4799911677837372,False,0.0025272369384765625
validation,haze_rain,00059,16.375845138858537,0.7686006426811218,22.27814453583641,0.8546182513237,5.902299396977874,0.08601760864257812,322.640180999997,0.46727100014686584,0.5019121170043945,0.518729031085968,0.47475293278694153,True,0.0025386810302734375
validation,haze_rain,00065,11.44974795164892,0.6429965496063232,17.769371917478015,0.7666354179382324,6.319623965829095,0.12363886833190918,326.63880000006884,0.4610774517059326,0.4991159737110138,0.5183023810386658,0.47099512815475464,False,0.0025234222412109375
validation,haze_rain,00110,18.649038529758663,0.7885671854019165,22.93710011162608,0.7443194389343262,4.288061581867417,-0.04424774646759033,326.21612899993124,0.4599856734275818,0.4946748912334442,0.5175709128379822,0.4725617468357086,False,0.00252532958984375
validation,haze_rain,00122,10.634523546375124,0.6135637164115906,14.774773424335567,0.7001031041145325,4.140249877960443,0.0865393877029419,334.05380099998183,0.45807597041130066,0.4914329946041107,0.5232529044151306,0.47180119156837463,False,0.002490997314453125
validation,haze_rain,00127,9.900834888273366,0.5450974106788635,17.05480517315384,0.67482590675354,7.153970284880476,0.1297284960746765,324.37051199997313,0.45501700043678284,0.5047186613082886,0.5163668394088745,0.4678179919719696,True,0.0025043487548828125
validation,haze_snow,00059,13.736240175019708,0.7912216186523438,20.865950481599086,0.8788872957229614,7.129710306579378,0.08766567707061768,324.74665099994127,0.4716491401195526,0.506770670413971,0.5153759717941284,0.4712080657482147,False,0.00255584716796875
validation,haze_snow,00065,12.329676678215547,0.6861189007759094,18.364883000980846,0.7871558666229248,6.0352063227652994,0.10103696584701538,322.9352299999846,0.4609864354133606,0.49999380111694336,0.518256664276123,0.4713905453681946,False,0.002521514892578125
validation,haze_snow,00110,21.21836123883112,0.921520471572876,22.07482507052809,0.8960434198379517,0.8564638316969706,-0.025477051734924316,324.0955329999906,0.4611078202724457,0.4982042610645294,0.5174794793128967,0.4716491401195526,False,0.0025386810302734375
validation,haze_snow,00122,11.795658749134716,0.5798597931861877,16.13547603357953,0.6938344240188599,4.339817284444813,0.11397463083267212,322.9536909999524,0.46050122380256653,0.49796679615974426,0.5199326276779175,0.47093433141708374,False,0.00251007080078125
validation,haze_snow,00127,11.139944056727778,0.5802179574966431,18.701993068614243,0.775986909866333,7.562049011886465,0.19576895236968994,324.46835300004295,0.45495641231536865,0.505962073802948,0.5165954232215881,0.4662683606147766,False,0.0025081634521484375
validation,low_haze_rain,00059,16.17319632128504,0.3419407308101654,17.191860505422554,0.5281009078025818,1.0186641841375135,0.18616017699241638,329.73407899999074,0.46556970477104187,0.5018815994262695,0.5162144303321838,0.4742507040500641,False,0.0025348663330078125
validation,low_haze_rain,00065,13.26968752951319,0.4333617091178894,16.62026200585305,0.5267353057861328,3.35057447633986,0.09337359666824341,324.54803099994933,0.45880335569381714,0.5049780011177063,0.5135388374328613,0.46790915727615356,False,0.0025272369384765625
validation,low_haze_rain,00110,16.549723582524443,0.6172915697097778,21.609869011349915,0.664598822593689,5.0601454288254715,0.04730725288391113,324.70839999996315,0.4625944495201111,0.4980640411376953,0.5169764757156372,0.4713752865791321,False,0.0025348663330078125
validation,low_haze_rain,00122,12.14911582024095,0.24633081257343292,14.32155398623328,0.2831420302391052,2.172438165992329,0.0368112176656723,325.9813979999535,0.4579547345638275,0.4968147575855255,0.5159705281257629,0.4678787887096405,False,0.0025119781494140625
validation,low_haze_rain,00127,10.099668553810428,0.40313833951950073,15.522190011263543,0.5054858326911926,5.422521457453115,0.1023474931716919,322.7167190000273,0.4538669288158417,0.5091466307640076,0.5133863687515259,0.464840829372406,False,0.0025081634521484375
validation,low_haze_snow,00059,13.325847192297145,0.5613639950752258,16.486281279631896,0.5960928797721863,3.1604340873347514,0.03472888469696045,322.44740199996613,0.4638389050960541,0.5064388513565063,0.5156123042106628,0.4693378210067749,False,0.00254058837890625
validation,low_haze_snow,00065,12.335242053012838,0.4372805058956146,14.543735059037788,0.5286581516265869,2.20849300602495,0.09137764573097229,322.8975540000647,0.4593489170074463,0.5030326843261719,0.5161839127540588,0.4683954417705536,False,0.00252532958984375
validation,low_haze_snow,00110,13.471806102220945,0.4489792585372925,20.946969300843833,0.614860475063324,7.475163198622887,0.1658812165260315,321.53713699995023,0.46994590759277344,0.5083915591239929,0.5128222107887268,0.47866588830947876,False,0.0025348663330078125
validation,low_haze_snow,00122,12.852289420187034,0.3352140486240387,15.121101221989177,0.38276413083076477,2.2688118018021424,0.047550082206726074,322.96820500005197,0.45956116914749146,0.5029200911521912,0.5139124393463135,0.4693986475467682,False,0.0025081634521484375
validation,low_haze_snow,00127,11.339483403449703,0.3812287151813507,15.175098385542947,0.45315757393836975,3.8356149820932437,0.07192885875701904,325.0063749999299,0.45719727873802185,0.5120673775672913,0.5145070552825928,0.467453271150589,False,0.00249481201171875
