run,config.adapter_hidden,config.allow_cpu,config.allow_partial_pretrained,config.amp,config.backbone_lr_scale,config.batch_size,config.content_weight,config.crop_size,config.data_root,config.decorrelation_weight,config.degradation_weight,config.distributed,config.epochs,config.fft_weight,config.freeze_backbone_epochs,config.gate_weight,config.grad_clip,config.learning_rate,config.log_every,config.max_minutes,config.microbatch_size,config.model,config.multi_gpu,config.num_workers,config.output_dir,config.patches_per_image,config.per_rank_batch_size,config.per_rank_microbatch_size,config.pin_memory,config.preset,config.pretrained,config.resolved_data_root,config.resume,config.save_every,config.save_optimizer,config.seed,config.skip_gates,config.val_crop_size,config.val_fraction,config.weight_decay,config.world_size,test.amp_requested,test.amp_used,test.checkpoint,test.degradation_exact_match,test.degradation_micro_f1,test.fp32_fallback,test.inference_mode,test.macro_delta_psnr,test.macro_delta_ssim,test.macro_input_psnr,test.macro_input_ssim,test.macro_psnr,test.macro_ssim,test.macs_256,test.mean_latency_ms,test.model_type,test.overlap,test.parameters.adapter,test.parameters.backbone,test.parameters.total,test.peak_gpu_memory_mb,test.per_type.haze.count,test.per_type.haze.input_psnr,test.per_type.haze.input_ssim,test.per_type.haze.psnr,test.per_type.haze.ssim,test.per_type.haze_rain.count,test.per_type.haze_rain.input_psnr,test.per_type.haze_rain.input_ssim,test.per_type.haze_rain.psnr,test.per_type.haze_rain.ssim,test.per_type.haze_snow.count,test.per_type.haze_snow.input_psnr,test.per_type.haze_snow.input_ssim,test.per_type.haze_snow.psnr,test.per_type.haze_snow.ssim,test.per_type.low.count,test.per_type.low.input_psnr,test.per_type.low.input_ssim,test.per_type.low.psnr,test.per_type.low.ssim,test.per_type.low_haze.count,test.per_type.low_haze.input_psnr,test.per_type.low_haze.input_ssim,test.per_type.low_haze.psnr,test.per_type.low_haze.ssim,test.per_type.low_haze_rain.count,test.per_type.low_haze_rain.input_psnr,test.per_type.low_haze_rain.input_ssim,test.per_type.low_haze_rain.psnr,test.per_type.low_haze_rain.ssim,test.per_type.low_haze_snow.count,test.per_type.low_haze_snow.input_psnr,test.per_type.low_haze_snow.input_ssim,test.per_type.low_haze_snow.psnr,test.per_type.low_haze_snow.ssim,test.per_type.low_rain.count,test.per_type.low_rain.input_psnr,test.per_type.low_rain.input_ssim,test.per_type.low_rain.psnr,test.per_type.low_rain.ssim,test.per_type.low_snow.count,test.per_type.low_snow.input_psnr,test.per_type.low_snow.input_ssim,test.per_type.low_snow.psnr,test.per_type.low_snow.ssim,test.per_type.rain.count,test.per_type.rain.input_psnr,test.per_type.rain.input_ssim,test.per_type.rain.psnr,test.per_type.rain.ssim,test.per_type.snow.count,test.per_type.snow.input_psnr,test.per_type.snow.input_ssim,test.per_type.snow.psnr,test.per_type.snow.ssim,test.preset,test.samples,test.split,test.split_seed,test.tile,test.use_skip_gates,test.val_fraction,train.amp_requested,train.amp_used,train.best_validation_psnr,train.completed_epochs,train.elapsed_minutes,train.gpu_peak_memory_mb_by_rank.0,train.gpu_peak_memory_mb_by_rank.1,train.last_validation.bce,train.last_validation.degradation_exact_match,train.last_validation.degradation_micro_f1,train.last_validation.gate_mean_abs,train.last_validation.psnr,train.model_type,train.multi_gpu,train.parallel_strategy,train.parameters.adapter,train.parameters.backbone,train.parameters.total,train.preset,train.status,train.validation_crop_size,train.validation_protocol,train.world_size
a1_bottleneck_adapter_sidd32_seed42_5ep,64,False,False,True,1.0,4,0.0,256,/kaggle/input/datasets/mintesnotfikir/cdd-11-30,0.0,0.0,True,5,0.05,0,0.0,1.0,0.0002,25,0.0,2,hybrid,True,0,/kaggle/working/experiments_a1_a2/a1_bottleneck_adapter_sidd32_seed42_5ep,2,2,1,False,sidd32,auto,/kaggle/input/datasets/mintesnotfikir/cdd-11-30,,0,False,42,False,0,0.2,0.001,2,True,True,/kaggle/working/experiments_a1_a2/a1_bottleneck_adapter_sidd32_seed42_5ep/best.pt,0.12727272727272726,0.4126984126984127,False,full_frame,4.228633406506347,0.10834083096547553,15.467022767836227,0.5628776786002246,19.695656174342574,0.6712185095657002,16072728832,427.42182774545233,hybrid,,247108,29159715,29406823,1058.19189453125,5,14.640384120833668,0.7664215803146363,20.909274847791146,0.8640714883804321,5,13.401998010982922,0.6717651009559631,18.96283903248598,0.7481004238128662,5,14.043976179585774,0.711787748336792,19.22862553106036,0.8063815832138062,5,11.923092609566925,0.3104267418384552,20.76434133912789,0.6131114721298218,5,14.29918204462877,0.5035925149917603,17.453660279479653,0.6009920835494995,5,13.648278361474812,0.40841263234615327,17.053147104024468,0.5016125798225403,5,12.664933634233533,0.43281330466270446,16.45463704940913,0.5151066422462464,5,14.064207246441963,0.3826133370399475,19.045729934362008,0.5359147906303405,5,13.660431821427085,0.34437084197998047,17.615922055052916,0.5580484926700592,5,23.069326624065184,0.7707821130752563,25.153087554713686,0.7740375757217407,5,24.721439792957867,0.8886685490608215,24.010953190261056,0.8660264730453491,sidd32,55,validation,42,0,False,0.2,True,True,19.695650794289328,5,6.479281390516667,1663.6142578125,1663.6142578125,0.6929729439995506,0.12727272727272726,0.42105263157894735,0.0025245319713245737,19.695650794289328,hybrid,True,ddp,247108,29159715,29406823,sidd32,completed,0,full_frame,2
a2_bottleneck_skip_sidd32_seed42_5ep,64,False,False,True,1.0,4,0.0,256,/kaggle/input/datasets/mintesnotfikir/cdd-11-30,0.0,0.0,True,5,0.05,0,0.0,1.0,0.0002,25,0.0,2,hybrid,True,0,/kaggle/working/experiments_a1_a2/a2_bottleneck_skip_sidd32_seed42_5ep,2,2,1,False,sidd32,auto,/kaggle/input/datasets/mintesnotfikir/cdd-11-30,,0,False,42,True,0,0.2,0.001,2,True,True,/kaggle/working/experiments_a1_a2/a2_bottleneck_skip_sidd32_seed42_5ep/best.pt,0.09090909090909091,0.294478527607362,False,full_frame,4.305864222821178,0.11206350299445067,15.467022767836227,0.5628776786002246,19.772886990657405,0.6749411815946753,16072728832,430.30815587271303,hybrid,,247108,29159715,29406823,1057.81689453125,5,14.640384120833668,0.7664215803146363,20.658180086037,0.8698410987854004,5,13.401998010982922,0.6717651009559631,18.99719324389641,0.7533814072608948,5,14.043976179585774,0.711787748336792,19.342233694471652,0.8168362021446228,5,11.923092609566925,0.3104267418384552,21.054374336606486,0.6141682982444763,5,14.29918204462877,0.5035925149917603,17.34552161602739,0.6100205957889557,5,13.648278361474812,0.40841263234615327,17.099532767741984,0.5070248723030091,5,12.664933634233533,0.43281330466270446,16.44789478306304,0.5249255001544952,5,14.064207246441963,0.3826133370399475,19.555892948705594,0.5315514147281647,5,13.660431821427085,0.34437084197998047,17.710252306077173,0.553248119354248,5,23.069326624065184,0.7707821130752563,25.237285293331276,0.7785103917121887,5,24.721439792957867,0.8886685490608215,24.053395821273465,0.8648450970649719,sidd32,55,validation,42,0,True,0.2,True,True,19.772881559892134,5,6.615997052716665,1678.6220703125,1678.6220703125,0.6946340951052579,0.09090909090909091,0.294478527607362,0.005757175792347301,19.772881559892134,hybrid,True,ddp,247108,29159715,29406823,sidd32,completed,0,full_frame,2
